ShapeLineId,ShapeTemplateId,DesignName,StartX,StartY,EndX,EndY,Description,LineType
1,1,A,G + 0,CG + W + 0,G + 0,CG + W + D,,Crease
2,1,A,G + L,CG + W + 0,G + L,CG + W + D,,Crease
3,1,A,G + L + W,CG + W + 0,G + L + W,CG + W + D,,Crease
4,1,A,G + L + W + L,CG + W + 0,G + L + W + L,CG + W + D,,Crease
5,1,A,G + 0,CG + W + D + X4,G + L,CG + W + D + X4,,Crease
6,1,A,G + L,CG + W + D,G + L + W - Y1,CG + W + D,,Crease
7,1,A,G + L + W + L + Y1,CG + W + D,G + L + W + L + W - CTBK,CG + W + D,,Crease
8,1,A,G + L + Y1,CG + W + 0,G + L + W,CG + W + 0,,Crease
9,1,A,G + L + W,CG + W + 0,G + L + W + L,CG + W + 0,,Crease
10,1,A,G + L + W + L,CG + W + 0,G + L + W + L + W - Y1,CG + W + 0,,Crease
11,1,A,G + E,CG + W + D + W - R5,G + L - E,CG + W + D + W - R5,,Crease
12,1,A,G + L + W + E,CG + W + ( - W  +  R5 ),G + L + W + L - E,CG + W + (- W + R5 ),,Crease
13,1,A,G + L + W,CG + W + D,G + L + W + L,CG + W + D,,Cut
14,1,A,G + 0,CG + W + 0,G + L,CG + W + 0,,Cut
15,1,A,( G + L + W + L + W ) - CTBK,CG + W + 0,G + ( L + W + L + W ) - CTBK,CG + W + D,,Cut
16,1,A,G + 0,CG + W + 0,0,CG + W + ( tan ( T  * ( 22  /  7 ) / 180 ) *  G ),,Cut
17,1,A,0,CG + W + ( Tan ( T *  ( 22  /  7 ) / 180  )  *  G  ),0,CG + W + D - (( tan ( T  * (22 / 7) / 180) *  G )),,Cut
18,1,A,0,CG + W + D - ( ( Tan (  T  *  ( 22 / 7) / 180 ) *  G )),G + 0,CG + W + D,,Cut
19,1,A,G + 0,CG + W + D,G + 0,CG + W + D + W - R5,,Cut
20,1,A,G + R5,CG + W + D + W,G + E - R5,CG + W + D + W,,Cut
21,1,A,G + E,CG + W + D + W - R5,G + E,CG + W + D + W - R5 - X5,,Cut
22,1,A,G + L,CG + W + D,G + L,CG + W + D + W - R5,,Cut
23,1,A,G + L - R5,CG + W + D + W,G + L - E + R5,CG + W + D + W,,Cut
24,1,A,G + L - E,CG + W + D + W - R5,G + L - E,CG + W + D + W - R5 - X5,,Cut
25,1,A,G + Y + C,CG + W + D + W + X4 + C,G + L - Y - C,CG + W + D + W + X4 + C,,Cut
26,1,A,G + L + W,CG + W + 0,G + L + W,CG + W -W + R5,,Cut
27,1,A,G + L + W + R5,CG + W -W,G + L + W + E - R5,CG + W -W,,Cut
28,1,A,G + L + W + E,CG + W -W + R5,G + L + W + E,CG + W -W + R5 + X5,,Cut
29,1,A,G + L + W + L,CG + W + 0,G + L + W + L,CG + W -W + R5,,Cut
30,1,A,G + L + W + L - R5,CG + W -W,G + L + W + L - E + R5,CG + W -W,,Cut
31,1,A,G + L + W + L - E,CG + W -W + R5,G + L + W + L - E,CG + W -W + R5 + X5,,Cut
32,1,A,G + L + W + Y + C,CG + W + (-W - X4 - C),G + L + W + L - Y - C,CG + W -W - X4 - C,,Cut
33,1,A,G + L,CG + W + D,G + L + N4,CG + W + D + N4,,Cut
34,1,A,G + L + N4,CG + W + D + N4,G + L + N4,CG + W + D + ( X4 + W - X6 + C + OFST ) / 2,,Cut
35,1,A,G + L + W,CG + W + D,G + L + W - Y1,CG + W + D,,Cut
36,1,A,G + L + W - Y1,CG + W + D,G + L + W - Y1,CG + W + D + S2 - R13,,Cut
37,1,A,G + L + W - Y1 - ( TempB ),CG + W + D + S2 - R13 + ( TempP ),G + L + W - Y1 - N - ( TempB ),CG + W + D + S2 - R13 + ( TempP ) + ( N * Tan(2 * PI *  T6  / 360.0)),,Cut
38,1,A,G + L + W - Y1 - N - (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),G + L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI *  T7 / 360.0)),CG + W + D + A,,Cut
39,1,A,G + L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * tan(2 * PI * T6 / 360.0)))) * tan(2 * PI * T7 / 360.0)),CG + W + D + A,G + L + N,CG + W + D + A,,Cut
40,1,A,G + L + W + L + W - CTBK,CG + W + D,G + L + W + L + W - CTBK - N4,CG + W + D + N4,,Cut
41,1,A,G + L + W + L + W - CTBK - N4,CG + W + D + N4,G + L + W + L + W - CTBK - N4,CG + W + D + ( X4 + W - X6 + C + OFST ) / 2,,Cut
42,1,A,G + L + W + L,CG + W + D,G + L + W + L + Y1,CG + W + D,,Cut
43,1,A,G + L + W + L + Y1,CG + W + D,G + L + W + L + Y1,CG + W + D + S2 - R13,,Cut
44,1,A,G + L + W + L + Y1 + (TempB),CG + W + D + S2 - R13 + (TempP),G + L + W + L + Y1 + N + (TempB),CG + W + D + S2 - R13 + ( TempP ) + ( N * Tan(2 * PI * T6 / 360.0)),,Cut
45,1,A,G + L + W + L + Y1 + N + (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),G + L + W + L + Y1 + N + (TempB) + (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,,Cut
46,1,A,G + L + W + L + Y1 + N + (TempB) + (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,G + L + W + L + W - CTBK - N,CG + W + D + A,,Cut
47,1,A,G + L + W,CG + W + 0,G + L + W - N4,CG + W - N4,,Cut
48,1,A,G + L + W - N4,CG+W-N4,G + L + W - N4,CG + W -( X4 + W - X6 + C + OFST ) / 2,,Cut
49,1,A,G + L,CG + W + 0,G + L + Y1,CG + W + 0,,Cut
50,1,A,G + L + Y1,CG + W + 0,G + L + Y1,CG + W + 0 - S2 + R13,,Cut
51,1,A,G + L + Y1 + ( TempB ),CG + W + 0 - S2 + R13 - ( TempP ),G + L + Y1 + N + ( TempB ),CG + W + 0 - S2 + R13 - ( TempP ) - ( N * Tan(2 * PI * T6 / 360.0)),,Cut
52,1,A,G + L + Y1 + N + ( TempB ),CG + W + 0 - S2 + R13 - ( TempP ) - ( N * Tan(2 * PI * T6 / 360.0)),G + L + Y1 + N + ( TempB ) + ((( 0 + A ) - (0 + S2 - R13 + ( TempP ) + ( N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,,Cut
53,1,A,G + L + Y1 + N + (TempB) + (((0 + A) - (0 + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W - A,G + L + W - N,CG + W -A,,Cut
54,1,A,G + L + W + L,CG + W + 0,G + L + W + L + N4,CG + W + 0 - N4,,Cut
55,1,A,G + L + W + L + N4,CG + W + 0 - N4,G + L + W + L + N4,CG + W + 0 - (X4 + W - X6 + C + OFST) / 2,,Cut
56,1,A,G + L + W + L + W - CTBK,CG + W + 0,G + L + W + L + W - Y1,CG + W + 0,,Cut
57,1,A,G + L + W + L + W - Y1,CG + W + 0,G + L + W + L + W - Y1,CG + W + 0 - S2 + R13,,Cut
58,1,A,G + L + W + L + W - Y1 - (TempB),CG + W + 0 - S2 + R13 - (TempP),G + L + W + L + W - Y1 - N - ( TempB ),CG + W -S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),,Cut
59,1,A,G + L + W + L + W - Y1 - N - (TempB),CG + W -S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),G + L + W + L + W - Y1 - N - ( TempB ) - ((( D + A ) - ( D + S2 - R13 + ( TempP ) + ( N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,,Cut
60,1,A,G + L + W + L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,G + L + W + L + N,CG + W -A,,Cut
61,1,A,G,CG + W - BMG,G,CG + W - BMG - BM,,Registration
62,1,A,0,CG + W - BMG,0,CG + W - BMG - BM,,Registration
63,1,A,G + L,CG + W - BMG,G+ L,CG + W - BMG - BM,,Registration
64,1,A,(G + L + W + L + W) - CTBK,CG + W - BMG,( G + L + W + L + W ) - CTBK,CG + W - BMG - BM,,Registration
65,1,A,0,CG + W + D + BMG,0,CG + W + D + BMG + BM,,Registration
66,1,A,G + L + W,CG + W + D + BMG,G + L + W,CG + W + D + BMG + BM,,Registration
67,1,A,G + L + W + L,CG + W + D + BMG,G + L + W + L,CG + W + D + BMG + BM,,Registration
68,1,A,(G + L + W + L + W) - CTBK,CG + W + D + BMG,( G + L + W + L + W ) - CTBK,CG + W + D + BMG + BM,,Registration
69,1,A,G  - BMG,CG + W + 0,G - BMG - BM,CG + W + 0,,Registration
70,1,A,G  - BMG,CG + W + D + X4,G - BMG - BM,CG + W + D + X4,,Registration
71,1,A,(G + L + W + L + W) - CTBK + BMG,CG + W + D,( G + L + W + L + W ) - CTBK + BMG + BM,CG + W + D,,Registration
72,1,A,(G + L + W + L + W) - CTBK + BMG,CG + W + 0,( G + L + W + L + W ) - CTBK + BMG + BM,CG + W + 0,,Registration
73,1,A,G + L + W - BMG,CG + W + (-W + R5),G + L + W - BMG - BM,CG + W + (-W + R5),,Registration
74,1,A,G + L + W + L + BMG,CG + W + (-W + R5),G + L + W + L + BMG + BM,CG + W + (-W + R5),,Registration
75,1,A,G - BMG,CG + W + D + W - R5,G - BMG - BM,CG + W + D + W - R5,,Registration
76,1,A,G + L + BMG,CG + W + D + W - R5,G + L + BMG + BM,CG + W + D + W - R5,,Registration
77,2,A,G + 0,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + 0,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
78,2,A,G + L,CG + W + CTBK - (CG + W - (W * LOCK_PERCENTAGE %)),G + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
79,2,A,G + L + W,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
80,2,A,G + L + W + L,CG + W + CTBK - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
81,2,A,G + 0,CG + W + D + X4 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L,CG + W + D + X4 - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
82,2,A,G + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W - Y1,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
83,2,A,G + L + W + L + Y1,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + W - CTBK,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
84,2,A,G + L + Y1,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
85,2,A,G + L + W,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L - CTBK,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
86,2,A,G + L + W + L + CTBK,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + W - Y1,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
87,2,A,G + E,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L - E,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
88,2,A,G + L + W,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
89,2,A,G + 0,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L - CTBK,CG + W - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
90,2,A,(G + L + W + L + W) - CTBK,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + ( L + W + L + W ) - CTBK,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
91,2,A,G + 0,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),0,CG + W + (Tan(T * (22 / 7) / 180) * G) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
92,2,A,0,CG + W + (Tan(T * (22 / 7) / 180) * G) - (CG + W - (W * LOCK_PERCENTAGE %)),0,CG + W + D - ((Tan(T * (22 / 7) / 180) * G)) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
93,2,A,0,CG + W + D - ((Tan(T * (22 / 7) / 180) * G)) - (CG + W - (W * LOCK_PERCENTAGE %)),G + 0,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
94,2,A,G + 0,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + 0,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
95,2,A,G + R5,CG + W + D + W - (CG + W - (W * LOCK_PERCENTAGE %)),G + E - R5,CG + W + D + W - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
96,2,A,G + E,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),G + E,CG + W + D + W - R5 - X5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
97,2,A,G + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
98,2,A,G + L - R5,CG + W + D + W - (CG + W - (W * LOCK_PERCENTAGE %)),G + L - E + R5,CG + W + D + W - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
99,2,A,G + L - E,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L - E,CG + W + D + W - R5 - X5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
100,2,A,G + Y + C,CG + W + D + W + X4 + C - (CG + W - (W * LOCK_PERCENTAGE %)),G + L - Y - C,CG + W + D + W + X4 + C - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
101,2,A,G + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + N4,CG + W + D + N4 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
102,2,A,G + L + N4,CG + W + D + N4 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + N4,CG + W + D + (X4 + W - X6 + C + OFST) / 2 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
103,2,A,G + L + W,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W - Y1,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
104,2,A,G + L + W - Y1,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W - Y1,CG + W + D + S2 - R13 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
105,2,A,G + L + W - Y1 - (TempB),CG + W + D + S2 - R13 + (TempP) - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W - Y1 - N - ( TempB ),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
106,2,A,G + L + W - Y1 - N - (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)) - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W - Y1 - N - ( TempB ) - ((( D + A ) - ( D + S2 - R13 + ( TempP ) + ( N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
107,2,A,G + L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + N,CG + W + D + A - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
108,2,A,G + L + W + L + W - CTBK,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + W - CTBK - N4,CG + W + D + N4 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
109,2,A,G + L + W + L + W - CTBK - N4,CG + W + D + N4 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + W - CTBK - N4,CG + W + D + (X4 + W - X6 + C + OFST) / 2 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
110,2,A,G + L + W + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + Y1,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
111,2,A,G + L + W + L + Y1,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + Y1,CG + W + D + S2 - R13 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
112,2,A,G + L + W + L + Y1 + (TempB),CG + W + D + S2 - R13 + (TempP) - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + Y1 + N + ( TempB ),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
113,2,A,G + L + W + L + Y1 + N + (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)) - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + Y1 + N + ( TempB ) + ((( D + A ) - ( D + S2 - R13 + ( TempP ) + ( N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
114,2,A,G + L + W + L + Y1 + N + (TempB) + (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + W - CTBK - N,CG + W + D + A - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
115,2,A,G,CG + W - (CG + W - (W * LOCK_PERCENTAGE %)),G + N4,CG + W - N4 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
116,2,A,G + N4,CG + W - N4 - (CG + W - (W * LOCK_PERCENTAGE %)),G + N4,CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
117,2,A,G + N4,CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),G + N4 + ( L /4),CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
118,2,A,G + N4 + (L/4),CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),G + ( L /2),CG + W - (W/2 + S16) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
119,2,A,G + (L/2),CG + W - (W/2 + S16) - (CG + W - (W * LOCK_PERCENTAGE %)),G + ( L /2),CG + W - (W/2) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
120,2,A,G + (L/2),CG + W - (W/2) - (CG + W - (W * LOCK_PERCENTAGE %)),G + L - (TAN ( T61 * (22 / 7) / 180) * W /2),CG + W - (W/2) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
121,2,A,G + L - (TAN (T61 * (22 / 7) / 180) * W/2),CG + W - (W/2) - (CG + W - (W * LOCK_PERCENTAGE %)),(((CG + W - ( W /2)) - ( CG + W - ( W * LOCK_PERCENTAGE %))) * TAN ( T61 * (22 / 7) / 180)) + G + L - (TAN ( T61 * (22 / 7) / 180) * W /2),CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
122,2,A,(((CG + W - (W/2)) - (CG + W - (W * LOCK_PERCENTAGE %))) * TAN (T61 * (22 / 7) / 180)) + G + L - (TAN (T61 * (22 / 7) / 180) * W/2),CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),G + L - N5,CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
123,2,A,G + L - N5,CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),G + L - N5,CG + W - ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
124,2,A,G + L - N5,CG + W - ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))) - (CG + W - (W * LOCK_PERCENTAGE %)),G + L - N5 - N5,CG + W - ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))) + N5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
125,2,A,G + L - N5 - N5,CG + W - ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))) + N5 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L - N5,CG + W - ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))) + N5 + N5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
126,2,A,G + L - N5,CG + W - ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))) + N5 + N5 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L - CTBK,CG + W - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
127,2,A,G + L - N5 - N5 + CTBK,CG + W - ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))) + N5 - CTBK - (CG + W - (W * LOCK_PERCENTAGE %)),G + L - (TAN ( T61 * (22 / 7) / 180) * W /2) + CTBK,CG + W - (W/2) - CTBK - (CG + W - (W * LOCK_PERCENTAGE %)),,Partial Cut
128,2,A,L + W + G,CG + W - (CG + W - (W * LOCK_PERCENTAGE %)),L + W + G + N4,CG + W - N4 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
129,2,A,L + W + G + N4,CG + W - N4 - (CG + W - (W * LOCK_PERCENTAGE %)),L + W + G + N4,CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
130,2,A,L + W + G + N4,CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),L + W + G + N4 + ( L /4),CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
131,2,A,L + W + G + N4 + (L/4),CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),L + W + G + ( L /2),CG + W - (W/2 + S16) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
132,2,A,L + W + G + (L/2),CG + W - (W/2 + S16) - (CG + W - (W * LOCK_PERCENTAGE %)),L + W + G + ( L /2),CG + W - (W/2) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
133,2,A,L + W + G + (L/2),CG + W - (W/2) - (CG + W - (W * LOCK_PERCENTAGE %)),L + W + G + L - (TAN ( T61 * (22 / 7) / 180) * W /2),CG + W - (W/2) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
134,2,A,L + W + G + L - (TAN (T61 * (22 / 7) / 180) * W/2),CG + W - (W/2) - (CG + W - (W * LOCK_PERCENTAGE %)),L + W + ((( CG + W - ( W /2)) - ( CG + W - ( W * LOCK_PERCENTAGE %))) * TAN ( T61 * (22 / 7) / 180)) + G + L - (TAN ( T61 * (22 / 7) / 180) * W /2),CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
135,2,A,L + W + (((CG + W - (W/2)) - (CG + W - (W * LOCK_PERCENTAGE %))) * TAN (T61 * (22 / 7) / 180)) + G + L - (TAN (T61 * (22 / 7) / 180) * W/2),CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),L + W + G + L - N5,CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
136,2,A,L + W + G + L - N5,CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),L + W + G + L - N5,CG + W - ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
137,2,A,L + W + G + L - N5,CG + W - ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))) - (CG + W - (W * LOCK_PERCENTAGE %)),L + W + G + L - N5 - N5,CG + W - ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))) + N5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
138,2,A,L + W + G + L - N5 - N5,CG + W - ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))) + N5 - (CG + W - (W * LOCK_PERCENTAGE %)),L + W + G + L - N5,CG + W - ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))) + N5 + N5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
139,2,A,L + W + G + L - N5,CG + W - ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))) + N5 + N5 - (CG + W - (W * LOCK_PERCENTAGE %)),L + W + G + L - CTBK,CG + W - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
140,2,A,L + W + G + L - N5 - N5 + CTBK,CG + W - ((TAN (T61 * (22 / 7) / 180) * (N5 - CTBK)) +((TAN (T61 * (22 / 7) / 180) * N5)) + ((TAN (T61 * (22 / 7) / 180) * N5))) + N5 - CTBK - (CG + W - (W * LOCK_PERCENTAGE %)),L + W + G + L - (TAN ( T61 * (22 / 7) / 180) *  W /2) + CTBK,CG + W - (W/2) - CTBK - (CG + W - (W * LOCK_PERCENTAGE %)),,Partial Cut
