ShapeLineId,ShapeTemplateId,DesignName,StartX,StartY,EndX,EndY,Description,LineType
645,7,A,(G + L + W + L + W) - CTBK,CG + W + 0,G + (L + W + L + W) - CTBK,CG + W + D,,Cut
646,7,A,G + 0,CG + W + 0,0,CG + W + (Tan(T * (22 / 7) / 180) * G),,Cut
647,7,A,0,CG + W + (Tan(T * (22 / 7) / 180) * G),0,CG + W + D - ((Tan(T * (22 / 7) / 180) * G)),,Cut
648,7,A,0,CG + W + D - ((Tan(T * (22 / 7) / 180) * G)),G + 0,CG + W + D,,Cut
649,7,A,G + 0,CG + W + D,G + 0,CG + W + D + W - R5,,Cut
650,7,A,G + R5,CG + W + D + W,G + E - R5,CG + W + D + W,,Cut
651,7,A,G + E,CG + W + D + W - R5,G + E,CG + W + D + W - R5 - X5,,Cut
652,7,A,G + L,CG + W + D,G + L,CG + W + D + W - R5,,Cut
653,7,A,G + L - R5,CG + W + D + W,G + L - E + R5,CG + W + D + W,,Cut
654,7,A,G + L - E,CG + W + D + W - R5,G + L - E,CG + W + D + W - R5 - X5,,Cut
655,7,A,G + Y + C,CG + W + D + W + X4 + C,G + L - Y - C,CG + W + D + W + X4 + C,,Cut
656,7,A,G + 0,CG + W + 0,G + 0,CG + W -W + R5,,Cut
657,7,A,G + R5,CG + W -W,G + E - R5,CG + W -W,,Cut
658,7,A,G + E,CG + W -W + R5,G + E,CG + W -W + R5 + X5,,Cut
659,7,A,G + L,CG + W + 0,G + L,CG + W -W + R5,,Cut
660,7,A,G + L - R5,CG + W -W,G + L - E + R5,CG + W -W,,Cut
661,7,A,G + L - E,CG + W -W + R5,G + L - E,CG + W -W + R5 + X5,,Cut
662,7,A,G + Y + C,CG + W + (-W - X4 - C),G + L - Y - C,CG + W -W - X4 - C,,Cut
663,7,A,G + L,CG + W + D,G + L + N4,CG + W + D + N4,,Cut
664,7,A,G + L + N4,CG + W + D + N4,G + L + N4,CG + W + D + (X4 + W - X6 + C + OFST) / 2,,Cut
665,7,A,G + L + W,CG + W + D,G + L + W - Y1,CG + W + D,,Cut
666,7,A,G + L + W - Y1,CG + W + D,G + L + W - Y1,CG + W + D + S2 - R13,,Cut
667,7,A,G + L + W - Y1 - (TempB),CG + W + D + S2 - R13 + (TempP),G + L + W - Y1 - N - (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),,Cut
668,7,A,G + L + W - Y1 - N - (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),G + L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,,Cut
669,7,A,G + L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,G + L + N,CG + W + D + A,,Cut
670,7,A,G + L + W + L + W - CTBK,CG + W + D,G + L + W + L + W - CTBK - N4,CG + W + D + N4,,Cut
671,7,A,G + L + W + L + W - CTBK - N4,CG + W + D + N4,G + L + W + L + W - CTBK - N4,CG + W + D + (X4 + W - X6 + C + OFST) / 2,,Cut
672,7,A,G + L + W + L,CG + W + D,G + L + W + L + Y1,CG + W + D,,Cut
673,7,A,G + L + W + L + Y1,CG + W + D,G + L + W + L + Y1,CG + W + D + S2 - R13,,Cut
674,7,A,G + L + W + L + Y1 + (TempB),CG + W + D + S2 - R13 + (TempP),G + L + W + L + Y1 + N + (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),,Cut
675,7,A,G + L + W + L + Y1 + N + (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),G + L + W + L + Y1 + N + (TempB) + (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,,Cut
676,7,A,G + L + W + L + Y1 + N + (TempB) + (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,G + L + W + L + W - CTBK - N,CG + W + D + A,,Cut
677,7,A,G + L + W + L + W - CTBK,CG + W + 0,G + L + W + L + W - CTBK - N4,CG+W-N4,,Cut
678,7,A,G + L + W + L + W - CTBK - N4,CG+W-N4,G + L + W + L + W - CTBK - N4,CG + W -(X4 + W - X6 + C + OFST) / 2,,Cut
679,7,A,G + L + W + L,CG + W + 0,G + L + W + L + Y1,CG + W + 0,,Cut
680,7,A,G + L + W + L + Y1,CG + W + 0,G + L + W + L + Y1,CG + W + 0 - S2 + R13,,Cut
681,7,A,G + L + W + L + Y1 + (TempB),CG + W + 0 - S2 + R13 - (TempP),G + L + W + L + Y1 + N + (TempB),CG + W + 0 - S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),,Cut
682,7,A,G + L + W + L + Y1 + N + (TempB),CG + W + 0 - S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),G + L + W + L + Y1 + N + (TempB) + (((0 + A) - (0 + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,,Cut
683,7,A,G + L + W + L + Y1 + N + (TempB) + (((0 + A) - (0 + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,G + L + W + L + W - CTBK - N4,CG + W -A,,Cut
684,7,A,G + L,CG + W + 0,G + L + N4,CG + W + 0 - N4,,Cut
685,7,A,G + L + N4,CG + W + 0 - N4,G + L + N4,CG + W + 0 - (X4 + W - X6 + C + OFST) / 2,,Cut
686,7,A,G + L + W,CG + W + 0,G + L + W - Y1,CG + W + 0,,Cut
687,7,A,G + L + W - Y1,CG + W + 0,G + L + W - Y1,CG + W + 0 - S2 + R13,,Cut
688,7,A,G + L + W - Y1 - (TempB),CG + W + 0 - S2 + R13 - (TempP),G + L + W- Y1 - N - (TempB),CG + W -S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),,Cut
689,7,A,G + L + W- Y1 - N - (TempB),CG + W -S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),G + L + W- Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,,Cut
690,7,A,G + L + W- Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,G + L + N,CG + W -A,,Cut
691,7,A,G + L + W,CG + W - BMG,G + L + W,CG + W - BMG - BM,,Registration
692,7,A,0,CG + W - BMG,0,CG + W - BMG - BM,,Registration
693,7,A,G + L + W + L,CG + W - BMG,G + L + W + L,CG + W - BMG - BM,,Registration
694,7,A,(G + L + W + L + W) - CTBK,CG + W - BMG,(G + L + W + L + W) - CTBK,CG + W - BMG - BM,,Registration
695,7,A,0,CG + W + D + BMG,0,CG + W + D + BMG + BM,,Registration
696,7,A,G + L + W,CG + W + D + BMG,G + L + W,CG + W + D + BMG + BM,,Registration
697,7,A,G + L + W + L,CG + W + D + BMG,G + L + W + L,CG + W + D + BMG + BM,,Registration
698,7,A,(G + L + W + L + W) - CTBK,CG + W + D + BMG,(G + L + W + L + W) - CTBK,CG + W + D + BMG + BM,,Registration
699,7,A,G  - BMG,CG + W + 0,G - BMG - BM,CG + W + 0,,Registration
700,7,A,G  - BMG,CG + W + D + X4,G - BMG - BM,CG + W + D + X4,,Registration
701,7,A,(G + L + W + L + W) - CTBK + BMG,CG + W + D,(G + L + W + L + W) - CTBK + BMG + BM,CG + W + D,,Registration
702,7,A,(G + L + W + L + W) - CTBK + BMG,CG + W + 0,(G + L + W + L + W) - CTBK + BMG + BM,CG + W + 0,,Registration
703,7,A,G  - BMG,CG + W + (-W + R5),G - BMG - BM,CG + W + (-W + R5),,Registration
704,7,A,G + L + BMG,CG + W + (-W + R5),G + L + BMG + BM,CG + W + (-W + R5),,Registration
705,7,A,G - BMG,CG + W + D + W - R5,G - BMG - BM,CG + W + D + W - R5,,Registration
706,7,A,G + L + BMG,CG + W + D + W - R5,G + L + BMG + BM,CG + W + D + W - R5,,Registration
707,7,B,G + 0,CG + W + 0,G + 0,CG + W + D,,Crease
708,7,B,G + L,CG + W + 0,G + L,CG + W + D,,Crease
709,7,B,G + L + W,CG + W + 0,G + L + W,CG + W + D,,Crease
710,7,B,G + L + W + L,CG + W + 0,G + L + W + L,CG + W + D,,Crease
711,7,B,G + 0,CG + W + D + X4,G + L,CG + W + D + X4,,Cut
712,7,B,G + L + Y1,CG + W + D,G + L + W ,CG + W + D,,Crease
713,7,B,G + L + W + L,CG + W + D,G + L + W + L + W - Y1- CTBK,CG + W + D,,Crease
714,7,B,G + L + Y1,CG + W + 0,G + L + W ,CG + W + 0,,Crease
715,7,B,G + L + W,CG + W + 0,G + L + W + L,CG + W + 0,,Crease
716,7,B,G + L + W + L,CG + W + 0,G + L + W + L + W - Y1- CTBK,CG + W + 0,,Crease
717,7,B,G + L + W + E,CG + W + D + W - R5,G  + L + W + L - E,CG + W + D + W - R5,,Crease
718,7,B,G + L + W + E,CG + W + (-W + R5),G  + L + W + L - E,CG + W + (-W + R5),,Crease
719,7,B,G + L + W,CG + W + D,G + L + W + L,CG + W + D,,Crease
720,7,B,G + 0,CG + W + 0,G + L,CG + W + 0,,Cut
721,7,B,(G + L + W + L + W) - CTBK,CG + W + 0,G + (L + W + L + W) - CTBK,CG + W + D,,Cut
722,7,B,G + 0,CG + W + 0,0,CG + W + (Tan(T * (22 / 7) / 180) * G),,Cut
723,7,B,0,CG + W + (Tan(T * (22 / 7) / 180) * G),0,CG + W + D - ((Tan(T * (22 / 7) / 180) * G)),,Cut
724,7,B,0,CG + W + D - ((Tan(T * (22 / 7) / 180) * G)),G + 0,CG + W + D,,Cut
725,7,B,G + L + W + 0,CG + W + D,G + L + W + 0,CG + W + D + W - R5,,Cut
726,7,B,G + L + W + R5,CG + W + D + W,G + L + W + E - R5,CG + W + D + W,,Cut
727,7,B,G + L + W + E,CG + W + D + W - R5,G  + L + W + E,CG + W + D + W - R5 - X5,,Cut
728,7,B,G + L + W + L,CG + W + D,G + L + W + L,CG + W + D + W - R5,,Cut
729,7,B,G + L + W + L - R5,CG + W + D + W,G + L + W + L - E + R5,CG + W + D + W,,Cut
730,7,B,G + L + W+ L - E,CG + W + D + W - R5,G  + L + W + L - E,CG + W + D + W - R5 - X5,,Cut
731,7,B,G + L + W + Y + C,CG + W + D + W + X4 + C,G + L + W + L - Y - C,CG + W + D + W + X4 + C,,Cut
732,7,B,G + L + W,CG + W + 0,G + L + W,CG + W -W + R5,,Cut
733,7,B,G + L + W + R5,CG + W -W,G + L + W + E - R5,CG + W -W,,Cut
734,7,B,G + L + W+ E,CG + W -W + R5,G + L + W+ E,CG + W -W + R5 + X5,,Cut
735,7,B,G + L + W + L,CG + W + 0,G + L + W + L,CG + W -W + R5,,Cut
736,7,B,G + L + W + L - R5,CG + W -W,G + L + W+ L - E + R5,CG + W -W,,Cut
737,7,B,G + L + W+ L - E,CG + W -W + R5,G + L + W+ L - E,CG + W -W + R5 + X5,,Cut
738,7,B,G + L + W+ Y + C,CG + W + (-W - X4 - C),G + L + W + L - Y - C,CG + W -W - X4 - C,,Cut
739,7,B,G + L + W + L,CG + W + D,G  + L + W+ L + N4,CG + W + D + N4,,Cut
740,7,B,G + L + W + L + N4,CG + W + D + N4,G + L + W+ L + N4,CG + W + D + (X4 + W - X6 + C + OFST) / 2,,Cut
741,7,B,G + L + W + L + W,CG + W + D,G + L + W + L + W - Y1,CG + W + D,,Cut
742,7,B,G + L + W + L + W - Y1,CG + W + D,G + L + W+ L + W - Y1,CG + W + D + S2 - R13,,Cut
743,7,B,G + L + W + L + W - Y1 - (TempB),CG + W + D + S2 - R13 + (TempP),G  + L + W+ L + W - Y1 - N - (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),,Cut
744,7,B,G + L + W+ L + W - Y1 - N - (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),G + L + W+ L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,,Cut
745,7,B,G + L + W + L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,G  + L + W+ L + N,CG + W + D + A,,Cut
746,7,B,G + L + W - CTBK,CG + W + D,G + L + W - CTBK - N4,CG + W + D + N4,,Cut
747,7,B,G + L + W - CTBK - N4,CG + W + D + N4,G + L + W - CTBK - N4,CG + W + D + (X4 + W - X6 + C + OFST) / 2,,Cut
748,7,B,G + L,CG + W + D,G + L + Y1,CG + W + D,,Cut
749,7,B,G + L + Y1,CG + W + D,G + L + Y1,CG + W + D + S2 - R13,,Cut
750,7,B,G + L + Y1 + (TempB),CG + W + D + S2 - R13 + (TempP),G + L + Y1 + N + (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),,Cut
751,7,B,G + L + Y1 + N + (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),G + L + Y1 + N + (TempB) + (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,,Cut
752,7,B,G + L + Y1 + N + (TempB) + (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,G + L + W - CTBK - N,CG + W + D + A,,Cut
753,7,B,G + L + W - CTBK,CG + W + 0,G + L + W - CTBK - N4,CG+W-N4,,Cut
754,7,B,G + L + W - CTBK - N4,CG+W-N4,G + L + W - CTBK - N4,CG + W -(X4 + W - X6 + C + OFST) / 2,,Cut
755,7,B,G + L,CG + W + 0,G + L + Y1,CG + W + 0,,Cut
756,7,B,G + L + Y1,CG + W + 0,G + L + Y1,CG + W + 0 - S2 + R13,,Cut
757,7,B,G + L + Y1 + (TempB),CG + W + 0 - S2 + R13 - (TempP),G + L + Y1 + N + (TempB),CG + W + 0 - S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),,Cut
758,7,B,G + L + Y1 + N + (TempB),CG + W + 0 - S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),G + L + Y1 + N + (TempB) + (((0 + A) - (0 + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,,Cut
759,7,B,G + L + Y1 + N + (TempB) + (((0 + A) - (0 + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,G + L + W - CTBK - N4,CG + W -A,,Cut
760,7,B,G + L + W + L,CG + W + 0,G + L + W+ L + N4,CG + W + 0 - N4,,Cut
761,7,B,G  + L + W+ L + N4,CG + W + 0 - N4,G  + L + W+ L + N4,CG + W + 0 - (X4 + W - X6 + C + OFST) / 2,,Cut
762,7,B,G + L + W+ L + W,CG + W + 0,G  + L + W+ L + W - Y1,CG + W + 0,,Cut
763,7,B,G + L + W + L + W - Y1,CG + W + 0,G  + L + W+ L + W - Y1,CG + W + 0 - S2 + R13,,Cut
764,7,B,G + L + W+ L + W - Y1 - (TempB),CG + W + 0 - S2 + R13 - (TempP),G + L + W+ L + W- Y1 - N - (TempB),CG + W -S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),,Cut
765,7,B,G + L + W + L + W- Y1 - N - (TempB),CG + W -S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),G + L + W+ L + W- Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,,Cut
766,7,B,G  + L + W+ L + W- Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,G  + L + W+ L + N,CG + W -A,,Cut
767,7,B,G,CG + W - BMG,G,CG + W - BMG - BM,,Registration
768,7,B,0,CG + W - BMG,0,CG + W - BMG - BM,,Registration
769,7,B,G + L ,CG + W - BMG,G + L ,CG + W - BMG - BM,,Registration
770,7,B,(G + L + W + L + W) - CTBK,CG + W - BMG,(G + L + W + L + W) - CTBK,CG + W - BMG - BM,,Registration
771,7,B,0,CG + W + D + BMG,0,CG + W + D + BMG + BM,,Registration
772,7,B,G ,CG + W + D + BMG,G ,CG + W + D + BMG + BM,,Registration
773,7,B,G + L ,CG + W + D + BMG,G + L ,CG + W + D + BMG + BM,,Registration
774,7,B,(G + L + W + L + W) - CTBK,CG + W + D + BMG,(G + L + W + L + W) - CTBK,CG + W + D + BMG + BM,,Registration
775,7,B,G  - BMG,CG + W + 0,G - BMG - BM,CG + W + 0,,Registration
776,7,B,G  - BMG,CG + W + D + X4,G - BMG - BM,CG + W + D + X4,,Registration
777,7,B,(G + L + W + L + W) - CTBK + BMG,CG + W + D,(G + L + W + L + W) - CTBK + BMG + BM,CG + W + D,,Registration
778,7,B,(G + L + W + L + W) - CTBK + BMG,CG + W + 0,(G + L + W + L + W) - CTBK + BMG + BM,CG + W + 0,,Registration
779,7,B,G + L + W - BMG,CG + W + (-W + R5),G + L + W - BMG - BM,CG + W + (-W + R5),,Registration
780,7,B,G  + L + W+ L + BMG,CG + W + (-W + R5),G + L + W+ L + BMG + BM,CG + W + (-W + R5),,Registration
781,7,B,G + L + W - BMG,CG + W + D + W - R5,G + L + W- BMG - BM,CG + W + D + W - R5,,Registration
782,7,B,G + L + W+ L + BMG,CG + W + D + W - R5,G + L + W+ L + BMG + BM,CG + W + D + W - R5,,Registration
783,8,A,G + 0,CG + W + 0,G + 0,CG + W + D,,Crease
784,8,A,G + L,CG + W + 0,G + L,CG + W + D,,Crease
785,8,A,G + L + W,CG + W + 0,G + L + W,CG + W + D,,Crease
786,8,A,G + L + W + L,CG + W + 0,G + L + W + L,CG + W + D,,Crease
787,8,A,G + 0,CG + W + D + X4,G + L,CG + W + D + X4,,Crease
788,8,A,G + L,CG + W + D,G + L + W - Y1,CG + W + D,,Crease
789,8,A,G + L + W + L + Y1,CG + W + D,G + L + W + L + W - CTBK,CG + W + D,,Crease
790,8,A,G + L,CG + W + 0,G + L + W - Y1,CG + W + 0,,Crease
791,8,A,G + L + W,CG + W + 0,G + L + W + L,CG + W + 0,,Crease
792,8,A,G + L + W + L + Y1,CG + W + 0,G + L + W + L + W - CTBK,CG + W + 0,,Crease
793,8,A,G + E,CG + W + D + W - R5,G + L - E,CG + W + D + W - R5,,Crease
794,8,A,G + E,CG + W + (-W + R5),G + L - E,CG + W + (-W + R5),,Crease
795,8,A,G + L + W,CG + W + D,G + L + W + L,CG + W + D,,Cut
796,8,A,G + 0,CG + W + 0,G + L,CG + W + 0,,Crease
797,8,A,(G + L + W + L + W) - CTBK,CG + W + 0,G + (L + W + L + W) - CTBK,CG + W + D,,Cut
798,8,A,G + 0,CG + W + 0,0,CG + W + (Tan(T * (22 / 7) / 180) * G),,Cut
799,8,A,0,CG + W + (Tan(T * (22 / 7) / 180) * G),0,CG + W + D - ((Tan(T * (22 / 7) / 180) * G)),,Cut
800,8,A,0,CG + W + D - ((Tan(T * (22 / 7) / 180) * G)),G + 0,CG + W + D,,Cut
801,8,A,G + 0,CG + W + D,G + 0,CG + W + D + W - R5,,Cut
802,8,A,G + R5,CG + W + D + W,G + E - R5,CG + W + D + W,,Cut
803,8,A,G + E,CG + W + D + W - R5,G + E,CG + W + D + W - R5 - X5,,Cut
804,8,A,G + L,CG + W + D,G + L,CG + W + D + W - R5,,Cut
805,8,A,G + L - R5,CG + W + D + W,G + L - E + R5,CG + W + D + W,,Cut
806,8,A,G + L - E,CG + W + D + W - R5,G + L - E,CG + W + D + W - R5 - X5,,Cut
807,8,A,G + Y + C,CG + W + D + W + X4 + C,G + L - Y - C,CG + W + D + W + X4 + C,,Cut
808,8,A,G + 0,CG + W + 0,G + 0,CG + W -W + R5,,Cut
809,8,A,G + R5,CG + W -W,G + E - R5,CG + W -W,,Cut
810,8,A,G + E,CG + W -W + R5,G + E,CG + W -W + R5 + X5,,Cut
811,8,A,G + L,CG + W + 0,G + L,CG + W -W + R5,,Cut
812,8,A,G + L - R5,CG + W -W,G + L - E + R5,CG + W -W,,Cut
813,8,A,G + L - E,CG + W -W + R5,G + L - E,CG + W -W + R5 + X5,,Cut
814,8,A,G + Y + C,CG + W + (-W - X4 - C),G + L - Y - C,CG + W -W - X4 - C,,Cut
815,8,A,G + L,CG + W + D,G + L + N4,CG + W + D + N4,,Cut
816,8,A,G + L + N4,CG + W + D + N4,G + L + N4,CG + W + D + (X4 + W - X6 + C + OFST) / 2,,Cut
817,8,A,G + L + W,CG + W + D,G + L + W - Y1,CG + W + D,,Cut
818,8,A,G + L + W - Y1,CG + W + D,G + L + W - Y1,CG + W + D + S2 - R13,,Cut
819,8,A,G + L + W - Y1 - (TempB),CG + W + D + S2 - R13 + (TempP),G + L + W - Y1 - N - (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),,Cut
820,8,A,G + L + W - Y1 - N - (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),G + L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,,Cut
821,8,A,G + L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,G + L + N,CG + W + D + A,,Cut
822,8,A,G + L + W + L + W - CTBK,CG + W + D,G + L + W + L + W - CTBK - N4,CG + W + D + N4,,Cut
823,8,A,G + L + W + L + W - CTBK - N4,CG + W + D + N4,G + L + W + L + W - CTBK - N4,CG + W + D + (X4 + W - X6 + C + OFST) / 2,,Cut
824,8,A,G + L + W + L,CG + W + D,G + L + W + L + Y1,CG + W + D,,Cut
825,8,A,G + L + W + L + Y1,CG + W + D,G + L + W + L + Y1,CG + W + D + S2 - R13,,Cut
826,8,A,G + L + W + L + Y1 + (TempB),CG + W + D + S2 - R13 + (TempP),G + L + W + L + Y1 + N + (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),,Cut
827,8,A,G + L + W + L + Y1 + N + (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),G + L + W + L + Y1 + N + (TempB) + (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,,Cut
828,8,A,G + L + W + L + Y1 + N + (TempB) + (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,G + L + W + L + W - CTBK - N,CG + W + D + A,,Cut
829,8,A,G + L + W + L + W - CTBK,CG + W + 0,G + L + W + L + W - CTBK - N4,CG+W-N4,,Cut
830,8,A,G + L + W + L + W - CTBK - N4,CG+W-N4,G + L + W + L + W - CTBK - N4,CG + W -(X4 + W - X6 + C + OFST) / 2,,Cut
831,8,A,G + L + W + L,CG + W + 0,G + L + W + L + Y1,CG + W + 0,,Cut
832,8,A,G + L + W + L + Y1,CG + W + 0,G + L + W + L + Y1,CG + W + 0 - S2 + R13,,Cut
833,8,A,G + L + W + L + Y1 + (TempB),CG + W + 0 - S2 + R13 - (TempP),G + L + W + L + Y1 + N + (TempB),CG + W + 0 - S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),,Cut
834,8,A,G + L + W + L + Y1 + N + (TempB),CG + W + 0 - S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),G + L + W + L + Y1 + N + (TempB) + (((0 + A) - (0 + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,,Cut
835,8,A,G + L + W + L + Y1 + N + (TempB) + (((0 + A) - (0 + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,G + L + W + L + W - CTBK - N4,CG + W -A,,Cut
836,8,A,G + L,CG + W + 0,G + L + N4,CG + W + 0 - N4,,Cut
837,8,A,G + L + N4,CG + W + 0 - N4,G + L + N4,CG + W + 0 - (X4 + W - X6 + C + OFST) / 2,,Cut
838,8,A,G + L + W,CG + W + 0,G + L + W - Y1,CG + W + 0,,Cut
839,8,A,G + L + W - Y1,CG + W + 0,G + L + W - Y1,CG + W + 0 - S2 + R13,,Cut
840,8,A,G + L + W - Y1 - (TempB),CG + W + 0 - S2 + R13 - (TempP),G + L + W- Y1 - N - (TempB),CG + W -S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),,Cut
841,8,A,G + L + W- Y1 - N - (TempB),CG + W -S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),G + L + W- Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,,Cut
842,8,A,G + L + W- Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,G + L + N,CG + W -A,,Cut
843,8,A,G + L + W,CG + W + D + BMG,G + L + W,CG + W + D + BMG + BM,,Registration
844,8,A,0,CG + W - BMG,0,CG + W - BMG - BM,,Registration
845,8,A,G + L + W + L,CG + W + D + BMG,G + L + W + L,CG + W + D + BMG + BM,,Registration
846,8,A,(G + L + W + L + W) - CTBK,CG + W - BMG,(G + L + W + L + W) - CTBK,CG + W - BMG - BM,,Registration
847,8,A,0,CG + W + D + BMG,0,CG + W + D + BMG + BM,,Registration
848,8,A,G + L + W - BMG,((W + X4 + C) / 2),G + L + W - (BMG + BM),((W + X4 + C) / 2),,Registration
849,8,A,G + L + W + L + BMG,((W + X4 + C) / 2),G + L + W + L + BMG + BM,((W + X4 + C) / 2),,Registration
850,8,A,(G + L + W + L + W) - CTBK,CG + W + D + BMG,(G + L + W + L + W) - CTBK,CG + W + D + BMG + BM,,Registration
851,8,A,G  - BMG,CG + W + 0,G - BMG - BM,CG + W + 0,,Registration
852,8,A,G  - BMG,CG + W + D + X4,G - BMG - BM,CG + W + D + X4,,Registration
853,8,A,(G + L + W + L + W) - CTBK + BMG,CG + W + D,(G + L + W + L + W) - CTBK + BMG + BM,CG + W + D,,Registration
854,8,A,(G + L + W + L + W) - CTBK + BMG,CG + W + 0,(G + L + W + L + W) - CTBK + BMG + BM,CG + W + 0,,Registration
855,8,A,G  - BMG,CG + W + (-W + R5),G - BMG - BM,CG + W + (-W + R5),,Registration
